config,day,n_trades,pnl_total,ev_per_trade,n_sniper_submitted,n_sniper_triggered,n_sniper_cancelled,n_sniper_expired,n_soft_stops,n_inversions,n_signals_emitted,n_fills,n_alignment_skipped,n_entry_aligned,n_entry_opposed,n_entry_unknown,n_structure_invalidations,error
FVG_INV_STRUCT_1800,2026-01-08,12,53.076999999985674,4.42308333333214,23,12,2,9,10,12,23,12,0,0,12,0,0,
FVG_INV_STRUCT_1800,2026-01-16,5,-9.827000000002045,-1.9654000000004088,9,5,0,2,5,5,9,5,0,0,5,0,0,
FVG_INV_STRUCT_1800,2026-01-22,21,57.47300000000723,2.7368095238098684,40,21,4,14,18,21,40,21,0,0,21,0,0,
FVG_INV_STRUCT_1800,2026-01-26,7,22.420000000008258,3.202857142858323,11,7,0,4,4,7,11,7,0,0,7,0,0,
FVG_INV_STRUCT_1800,2026-02-02,16,431.02100000000974,26.93881250000061,25,16,1,6,12,16,25,16,0,0,16,0,2,
FVG_INV_STRUCT_1800,2026-02-18,10,93.7169999999769,9.371699999997691,34,10,6,15,7,10,34,10,0,0,10,0,0,
FVG_INV_STRUCT_1800,2026-02-19,14,27.09299999999621,1.9352142857140149,20,14,3,3,10,14,20,14,0,0,14,0,0,
FVG_INV_STRUCT_1800,2026-03-12,22,32.242999999980384,1.4655909090900174,36,22,4,10,19,22,36,22,0,0,22,0,0,
FVG_INV_STRUCT_1800,2026-03-17,7,10.636000000007698,1.5194285714296711,14,7,2,4,6,7,14,7,0,0,7,0,0,
FVG_INV_STRUCT_1800,2026-03-18,14,32.994000000004235,2.356714285714588,35,14,8,11,11,14,35,14,0,0,14,0,0,
FVG_INV_STRUCT_1800,2026-03-30,14,34.478999999987536,2.462785714284824,21,14,2,3,10,14,21,14,0,0,14,0,0,
FVG_INV_STRUCT_1800,2026-04-01,16,53.198999999982334,3.324937499998896,26,16,3,7,12,16,26,16,0,0,16,0,0,
FVG_INV_STRUCT_1800,2026-04-08,17,-14.638000000006286,-0.8610588235297816,31,17,4,9,17,17,31,17,0,0,17,0,0,
FVG_INV_STRUCT_1800,2026-04-14,9,12.120000000005348,1.3466666666672609,24,9,2,11,8,9,24,9,0,0,9,0,0,
FVG_INV_STRUCT_1800,2026-04-29,9,39.85400000001209,4.428222222223566,31,9,4,15,7,9,31,9,0,0,9,0,0,
FVG_INV_STRUCT_1800,2026-05-07,12,98.60900000000674,8.217416666667228,21,12,5,2,7,12,21,12,0,0,12,0,0,
FVG_INV_STRUCT_1800,2026-05-29,12,114.21000000002005,9.51750000000167,31,12,6,10,7,12,31,12,0,0,12,0,0,
FVG_INV_STRUCT_1800,2026-06-01,11,0.4440000000040526,0.04036363636400478,28,11,7,9,10,11,28,11,0,0,11,0,0,
FVG_INV_STRUCT_1800,2026-06-11,11,137.12000000000626,12.465454545455115,19,11,4,3,6,11,19,11,0,0,11,0,0,
FVG_INV_STRUCT_1800,2026-06-30,10,-5.912999999999101,-0.5912999999999101,25,10,5,9,10,10,25,10,0,0,10,0,0,
FVG_INV_STRUCT_1800,2026-07-02,5,-4.2800000000002,-0.8560000000000401,20,5,6,6,5,5,20,5,0,0,5,0,0,
FVG_INV_STRUCT_1800,2026-07-03,5,-2.410000000002583,-0.48200000000051657,19,5,5,7,5,5,19,5,0,0,5,0,0,
FVG_INV_STRUCT_1800,2026-07-06,4,6.3199999999969805,1.5799999999992451,21,4,11,6,3,4,21,4,0,0,4,0,1,
FVG_INV_STRUCT_1800,2026-07-13,16,78.3599999999874,4.897499999999212,28,16,4,7,12,16,28,16,0,0,16,0,0,
