config,day,n_trades,pnl_total,ev_per_trade,n_fills,n_signals_emitted,n_signals_consumed,n_soft_stops,n_inv_trades_submitted,n_inv_trades_filled,error
INV_30,2024-01-23,9,1.3554140958372805,0.15060156620414228,9,5,5,0,0,0,
INV_30,2024-02-07,17,0.5747088951474476,0.03380640559690868,17,7,7,5,1,1,
INV_30,2024-02-08,27,-1.5050281205223353,-0.05574178224156797,27,9,9,7,1,1,
INV_30,2024-02-16,24,-0.11779856150587875,-0.004908273396078282,24,8,8,6,2,2,
INV_30,2024-02-23,33,0.662035654329505,0.020061686494833482,33,15,15,12,0,0,
INV_30,2024-03-08,48,-2.3777856778250075,-0.049537201621354325,48,17,17,22,1,1,
INV_30,2024-03-13,39,1.3446647587279585,0.03447858355712714,39,16,16,12,1,1,
INV_30,2024-04-11,37,-1.1806329400783397,-0.03190899838049567,37,12,12,18,4,4,
INV_30,2024-05-06,40,-2.1488865221319124,-0.053722163053297814,40,13,13,14,2,2,
INV_30,2024-05-07,38,0.5631324841478998,0.014819275898628944,38,12,12,15,5,5,
INV_30,2024-05-14,63,-1.7329549682819259,-0.027507221718760726,63,21,21,21,4,4,
INV_30,2024-05-17,70,0.3182496250618291,0.004546423215168987,70,25,25,27,3,3,
INV_30,2024-05-24,20,0.5114183069714879,0.025570915348574398,20,10,10,7,1,1,
INV_30,2024-05-31,36,-1.0453077387192025,-0.0290363260755334,36,15,15,5,1,1,
INV_30,2024-06-11,44,-1.2593160426868053,-0.028620819151972846,44,15,15,10,1,1,
INV_30,2024-06-18,44,-2.2784051082239785,-0.051781934277817694,44,14,14,18,2,2,
INV_30,2024-06-24,30,-0.6412279391018577,-0.02137426463672859,30,11,11,8,1,1,
INV_30,2024-06-25,49,-0.8944706049572536,-0.018254502141984767,49,18,18,11,0,0,
INV_30,2024-06-26,45,-0.08878736006878772,-0.0019730524459730604,45,17,17,10,1,1,
INV_30,2024-07-01,41,-0.15419292516889982,-0.0037608030528999956,41,15,15,7,0,0,
INV_30,2024-07-17,25,-0.9789274811923862,-0.03915709924769545,25,10,10,11,2,2,
INV_30,2024-07-18,39,-1.4721812653565394,-0.0377482375732446,39,15,15,12,0,0,
INV_30,2024-07-31,52,-1.4687678681266334,-0.02824553592551218,52,19,19,13,2,2,
INV_30,2024-08-13,29,-0.8894582751210389,-0.030670975004173755,29,10,10,3,0,0,
INV_30,2024-08-19,27,-0.007639839024705084,-0.0002829570009150031,27,11,11,9,0,0,
INV_30,2024-09-05,32,0.4175161475947486,0.013047379612335893,32,12,12,14,1,1,
INV_30,2024-09-12,81,-4.165247651239801,-0.05142281050913334,81,27,27,35,7,7,
INV_30,2024-10-18,58,-2.4642820587217407,-0.04248762170209898,58,19,19,15,4,4,
INV_30,2024-10-23,64,2.950326150205607,0.04609884609696261,64,25,25,20,4,4,
INV_30,2024-11-04,24,-0.11370617850419273,-0.004737757437674697,24,9,9,9,1,1,
INV_30,2024-12-05,36,-1.3069850780940822,-0.03630514105816895,36,14,14,8,2,2,
INV_30,2025-01-29,46,-0.31652528872382407,-0.006880984537474436,46,15,15,29,4,4,
INV_30,2025-02-19,31,-0.18295933441534848,-0.005901914013398338,31,13,12,15,1,1,
INV_30,2025-02-27,52,-0.14627389739128674,-0.0028129595652170527,52,18,18,13,2,2,
INV_30,2025-03-24,31,-0.1624113423760415,-0.005239075560517468,31,13,13,9,1,1,
INV_30,2025-04-09,65,0.05588835568657173,0.0008598208567164882,65,23,23,18,4,4,
INV_30,2025-04-17,68,-1.4952980218445193,-0.021989676791831166,68,22,22,28,6,6,
INV_30,2025-04-30,52,-6.610533571085095,-0.1271256455977903,52,18,18,23,5,5,
INV_30,2025-05-14,89,-3.7250310923786856,-0.04185428193683916,89,31,31,36,6,6,
INV_30,2025-06-12,43,-0.6691580876475502,-0.015561815991803495,43,17,17,11,2,2,
INV_30,2025-06-13,64,0.58285617462055,0.009107127728446093,64,21,21,25,7,7,
INV_30,2025-06-17,43,-3.6229781478859877,-0.08425530576479041,43,14,14,21,3,3,
INV_30,2025-07-07,42,1.3878058409706377,0.03304299621358661,42,17,17,16,3,3,
INV_30,2025-07-23,46,-0.8298774126055833,-0.018040813317512682,46,17,17,20,3,3,
INV_30,2025-08-06,24,0.3112401327935004,0.012968338866395849,24,9,9,9,1,1,
INV_30,2025-09-09,45,-1.425004850185966,-0.031666774448577024,45,17,17,16,2,2,
INV_30,2025-12-10,21,-1.5153549881033541,-0.07215976133825495,21,9,9,9,1,1,
INV_30,2025-12-15,25,1.1195987757222006,0.04478395102888802,25,11,11,6,0,0,
INV_30,2025-12-19,31,-2.0217123722589654,-0.06521652813738597,31,11,11,18,4,4,
INV_30,2025-12-30,54,-2.586551630172835,-0.047899104262459906,54,18,18,19,3,3,
INV_30,2026-02-12,46,-7.833274979309257,-0.170288586506723,46,17,17,25,6,6,
INV_30,2026-02-25,44,-1.050317541193787,-0.023870853208949706,44,15,15,18,5,5,
INV_30,2026-03-02,42,0.8470819841768389,0.020168618670877117,42,15,15,9,2,2,
INV_30,2026-03-06,69,-3.7648536302397893,-0.05456309609043173,69,22,22,16,4,4,
INV_30,2026-04-15,35,-1.656457912374208,-0.047327368924977374,35,12,12,14,4,4,
INV_30,2026-05-06,71,-4.445437784898483,-0.06261179978730258,71,29,29,34,8,8,
INV_30,2026-05-12,70,6.2391241818744065,0.08913034545534866,70,28,27,31,9,9,
INV_30,2026-06-05,54,-2.8310294929072675,-0.05242647209087532,54,20,20,21,4,4,
INV_30,2026-06-24,88,-6.83276592329518,-0.0776450673101725,88,30,30,30,5,5,
BASE_4,2024-01-23,16,1.4594353988034072,0.09121471242521295,16,8,8,2,0,0,
BASE_4,2024-02-07,18,0.1399980517738489,0.007777669542991607,18,8,8,5,0,0,
BASE_4,2024-02-08,26,-0.9050281205221988,-0.034808773866238416,26,9,9,6,0,0,
BASE_4,2024-02-16,34,0.40979122443316857,0.01205268307156378,34,13,13,13,0,0,
BASE_4,2024-02-23,47,-0.09644181952080555,-0.00205195360682565,47,20,20,18,0,0,
BASE_4,2024-03-08,60,-1.3078387913775866,-0.021797313189626445,60,23,23,24,0,0,
BASE_4,2024-03-13,49,0.8829564585897365,0.018019519563055846,49,20,20,18,0,0,
BASE_4,2024-04-11,55,-1.410188679654463,-0.02563979417553569,55,20,20,24,0,0,
BASE_4,2024-05-06,57,-1.2835706678171543,-0.02251878364591499,57,21,21,15,0,0,
BASE_4,2024-05-07,44,-1.8100324487328787,-0.041137101107565424,44,16,16,20,0,0,
BASE_4,2024-05-14,71,-2.32085020098945,-0.03268803099985141,71,25,25,23,0,0,
BASE_4,2024-05-17,79,-0.8193649503032248,-0.01037170823168639,79,29,29,31,0,0,
BASE_4,2024-05-24,30,0.6457342336393594,0.021524474454645316,30,14,14,9,0,0,
BASE_4,2024-05-31,50,-1.2547072673852806,-0.025094145347705613,50,20,20,7,0,0,
BASE_4,2024-06-11,49,-1.1354271537979912,-0.02317198273057125,49,17,17,12,0,0,
BASE_4,2024-06-18,45,-2.195738441556993,-0.048794187590155406,45,15,15,20,0,0,
BASE_4,2024-06-24,43,-0.7548062873959983,-0.017553634590604612,43,16,16,7,0,0,
BASE_4,2024-06-25,58,-1.4010012172019137,-0.024155193400032995,58,21,21,17,0,0,
BASE_4,2024-06-26,52,0.08994570645139302,0.0017297251240652504,52,20,20,9,0,0,
BASE_4,2024-07-01,47,-0.4587591520797408,-0.009760833022973208,47,17,17,7,0,0,
BASE_4,2024-07-17,49,-1.863429096614103,-0.03802916523702251,49,19,19,24,0,0,
BASE_4,2024-07-18,49,-1.1741462254026374,-0.023962167865359946,49,21,21,12,0,0,
BASE_4,2024-07-31,76,-1.6074367974172978,-0.02115048417654339,76,28,28,14,0,0,
BASE_4,2024-08-13,41,-1.6639502090871854,-0.040584151441150865,41,14,14,6,0,0,
BASE_4,2024-08-19,40,-0.04479842595234615,-0.0011199606488086536,40,16,16,12,0,0,
BASE_4,2024-09-05,62,-2.249007870658564,-0.036274320494492966,62,23,23,23,0,0,
BASE_4,2024-09-12,83,-3.8517537118456557,-0.04640667122705609,83,31,31,37,0,0,
BASE_4,2024-10-18,71,-1.2097833070080621,-0.017039201507155804,71,25,25,17,0,0,
BASE_4,2024-10-23,78,-0.2676892186646001,-0.0034319130598025652,78,32,32,24,0,0,
BASE_4,2024-11-04,32,-1.0193346283857259,-0.03185420713705393,32,12,12,9,0,0,
BASE_4,2024-12-05,52,0.531311886384022,0.01021753627661581,52,21,21,9,0,0,
BASE_4,2025-01-29,49,-3.1579381830996076,-0.06444771802244097,49,18,18,33,0,0,
BASE_4,2025-02-19,36,-0.6392432300594918,-0.017756756390541438,36,16,15,15,0,0,
BASE_4,2025-02-27,71,-1.5193465900588305,-0.021399247747307473,71,26,26,15,0,0,
BASE_4,2025-03-24,46,-0.09628808192777187,-0.002093219172342867,46,19,19,11,0,0,
BASE_4,2025-04-09,80,-5.630948584345637,-0.07038685730432045,80,30,30,22,0,0,
BASE_4,2025-04-17,74,-3.8816108680393886,-0.052454200919451195,74,27,26,34,0,0,
BASE_4,2025-04-30,56,-3.0447796926544775,-0.05437106594025853,56,21,21,19,0,0,
BASE_4,2025-05-14,98,-3.8689184611832084,-0.039478759807991926,98,36,36,38,0,0,
BASE_4,2025-06-12,49,0.74795736859096,0.01526443609369306,49,20,20,9,0,0,
BASE_4,2025-06-13,75,-4.132730484334237,-0.055103073124456496,75,28,28,37,0,0,
BASE_4,2025-06-17,45,-2.49991382040101,-0.05555364045335578,45,16,16,19,0,0,
BASE_4,2025-07-07,53,0.4678427779401014,0.008827222225284932,53,23,23,20,0,0,
BASE_4,2025-07-23,62,-0.880095479258974,-0.014195088375144741,62,24,24,27,0,0,
BASE_4,2025-08-06,47,-1.9599564061568346,-0.04170120013099648,47,17,17,17,0,0,
BASE_4,2025-09-09,56,-2.158650265376764,-0.03854732616744221,56,22,22,26,0,0,
BASE_4,2025-12-10,38,0.11048265821500536,0.0029074383740790885,38,16,16,15,0,0,
BASE_4,2025-12-15,40,-0.2479217332026262,-0.006198043330065655,40,16,16,9,0,0,
BASE_4,2025-12-19,42,-2.6459454877276585,-0.06299870208875377,42,16,16,27,0,0,
BASE_4,2025-12-30,62,-2.7245317939474867,-0.043944061192701396,62,22,22,17,0,0,
BASE_4,2026-02-12,43,-10.17252243693353,-0.23657028923101234,43,18,18,21,0,0,
BASE_4,2026-02-25,54,-3.290180405387825,-0.060929266766441205,54,20,20,20,0,0,
BASE_4,2026-03-02,54,-0.8899548656518163,-0.01648064566021882,54,21,21,9,0,0,
BASE_4,2026-03-06,76,-5.24305105064074,-0.06898751382422026,76,27,27,17,0,0,
BASE_4,2026-04-15,51,-2.614388508423569,-0.051262519773011155,51,22,22,24,0,0,
BASE_4,2026-05-06,94,-4.582403967447438,-0.048748978377100405,94,41,41,38,0,0,
BASE_4,2026-05-12,88,-5.356999538268914,-0.06087499475305584,88,38,37,40,0,0,
BASE_4,2026-06-05,65,-2.841783701280292,-0.04371974925046603,65,26,26,23,0,0,
BASE_4,2026-06-24,109,-6.348815677227019,-0.05824601538740384,109,40,40,33,0,0,
BASE_10,2024-01-23,13,1.5007687321366727,0.1154437486258979,13,7,7,0,0,0,
BASE_10,2024-02-07,18,0.1399980517738489,0.007777669542991607,18,8,8,5,0,0,
BASE_10,2024-02-08,26,-0.9050281205221988,-0.034808773866238416,26,9,9,6,0,0,
BASE_10,2024-02-16,31,0.6031245577665535,0.019455630895695273,31,12,12,10,0,0,
BASE_10,2024-02-23,39,0.36443331514821387,0.00934444397815933,39,17,17,15,0,0,
BASE_10,2024-03-08,54,-1.039291862116291,-0.01924614559474613,54,21,21,24,0,0,
BASE_10,2024-03-13,46,0.9583061089394203,0.020832741498683048,46,19,19,18,0,0,
BASE_10,2024-04-11,49,-0.8751518181484245,-0.01786024118670254,49,18,18,21,0,0,
BASE_10,2024-05-06,44,-1.508234604728538,-0.034278059198375864,44,16,16,12,0,0,
BASE_10,2024-05-07,44,-1.8100324487328787,-0.041137101107565424,44,16,16,20,0,0,
BASE_10,2024-05-14,68,-2.2114633948284186,-0.03252152051218263,68,24,24,23,0,0,
BASE_10,2024-05-17,79,-0.8193649503032248,-0.01037170823168639,79,29,29,31,0,0,
BASE_10,2024-05-24,28,0.5009973915340803,0.01789276398336001,28,13,13,9,0,0,
BASE_10,2024-05-31,44,-1.0738228902344722,-0.024405065687147096,44,18,18,7,0,0,
BASE_10,2024-06-11,46,-0.9493160426868599,-0.0206373052758013,46,16,16,12,0,0,
BASE_10,2024-06-18,45,-2.195738441556993,-0.048794187590155406,45,15,15,20,0,0,
BASE_10,2024-06-24,35,-0.6455439313945135,-0.018444112325557527,35,13,13,7,0,0,
BASE_10,2024-06-25,52,-1.054137271623707,-0.02027187060814821,52,19,19,14,0,0,
BASE_10,2024-06-26,52,0.08994570645139302,0.0017297251240652504,52,20,20,9,0,0,
BASE_10,2024-07-01,41,-0.15419292516889982,-0.0037608030528999956,41,15,15,7,0,0,
BASE_10,2024-07-17,43,-1.5209075726852463,-0.03536994355081968,43,17,17,24,0,0,
BASE_10,2024-07-18,44,-1.4059669631192264,-0.03195379461634606,44,17,17,12,0,0,
BASE_10,2024-07-31,71,-1.171314179355856,-0.016497382807828958,71,26,26,14,0,0,
BASE_10,2024-08-13,35,-1.2143275561664573,-0.03469507303332735,35,12,12,6,0,0,
BASE_10,2024-08-19,34,0.17022620458935,0.005006653076157353,34,14,14,12,0,0,
BASE_10,2024-09-05,43,-0.8608057886276583,-0.02001873927041066,43,16,16,20,0,0,
BASE_10,2024-09-12,80,-3.7234203785124014,-0.04654275473140502,80,30,30,34,0,0,
BASE_10,2024-10-18,68,-1.123283307008175,-0.016518872161884926,68,24,24,14,0,0,
BASE_10,2024-10-23,72,0.09576606588825598,0.0013300842484479996,72,30,30,21,0,0,
BASE_10,2024-11-04,26,-0.6712277471313731,-0.02581645181274512,26,10,10,9,0,0,
BASE_10,2024-12-05,52,0.531311886384022,0.01021753627661581,52,21,21,9,0,0,
BASE_10,2025-01-29,49,-3.1579381830996076,-0.06444771802244097,49,18,18,33,0,0,
BASE_10,2025-02-19,36,-0.6392432300594918,-0.017756756390541438,36,16,15,15,0,0,
BASE_10,2025-02-27,64,-1.6516783650539157,-0.025807474453967433,64,23,23,15,0,0,
BASE_10,2025-03-24,46,-0.09628808192777187,-0.002093219172342867,46,19,19,11,0,0,
BASE_10,2025-04-09,66,-3.671936552827295,-0.055635402315565075,66,25,25,16,0,0,
BASE_10,2025-04-17,68,-3.2249646885115912,-0.047425951301641046,68,24,24,31,0,0,
BASE_10,2025-04-30,53,-2.7059988885039274,-0.0510565828019609,53,20,20,19,0,0,
BASE_10,2025-05-14,92,-3.496649455335349,-0.038007059297123356,92,34,34,35,0,0,
BASE_10,2025-06-12,46,0.847957368590869,0.018433855838931933,46,19,19,9,0,0,
BASE_10,2025-06-13,68,-3.778993642228822,-0.05557343591512973,68,25,25,31,0,0,
BASE_10,2025-06-17,40,-2.5089781478864097,-0.06272445369716025,40,14,14,19,0,0,
BASE_10,2025-07-07,47,0.6942316668288792,0.014770886528274024,47,21,21,17,0,0,
BASE_10,2025-07-23,53,-0.4324140633296641,-0.008158755911880455,53,21,21,21,0,0,
BASE_10,2025-08-06,41,-1.6953224331643166,-0.04134932763815406,41,15,15,14,0,0,
BASE_10,2025-09-09,50,-1.6269835987103154,-0.032539671974206305,50,20,20,20,0,0,
BASE_10,2025-12-10,29,-0.4906815048937763,-0.016920051892888838,29,12,12,12,0,0,
BASE_10,2025-12-15,31,0.25100722642552376,0.008097007304049154,31,13,13,9,0,0,
BASE_10,2025-12-19,36,-2.507045705591736,-0.06964015848865933,36,14,14,24,0,0,
BASE_10,2025-12-30,62,-2.7245317939474867,-0.043944061192701396,62,22,22,17,0,0,
BASE_10,2026-02-12,40,-9.921674979306166,-0.24804187448265416,40,17,17,21,0,0,
BASE_10,2026-02-25,48,-2.3413515765587363,-0.04877815784497367,48,18,18,18,0,0,
BASE_10,2026-03-02,48,-0.8526097317993238,-0.017762702745819245,48,18,18,9,0,0,
BASE_10,2026-03-06,73,-4.365384383974137,-0.05979978608183749,73,26,26,14,0,0,
BASE_10,2026-04-15,40,-2.292332952866976,-0.0573083238216744,40,18,18,15,0,0,
BASE_10,2026-05-06,84,-4.463224574621867,-0.05313362588835556,84,36,36,35,0,0,
BASE_10,2026-05-12,85,-5.058407988973158,-0.05951068222321363,85,37,36,40,0,0,
BASE_10,2026-06-05,55,-2.4854739373507377,-0.045190435224558866,55,22,22,20,0,0,
BASE_10,2026-06-24,97,-5.715575870193183,-0.058923462579311164,97,36,36,27,0,0,
