day,direction,triggered_by,rank_tier,entry_price,exit_price,pnl_usd,lots,exit_reason,hold_secs,is_inv
2024-02-23,1,ifvg,,2028.065,2027.7316666666668,-0.11111111111108585,0.0033333333333333335,sl,0.0,False
2024-02-23,1,ifvg,,2027.668,2027.568,-0.03333333333330302,0.0033333333333333335,sl,0.0,False
2024-02-23,1,fvg,,2027.045,2026.6860256410257,-0.1196581196581216,0.0033333333333333335,sl,124.0,False
2024-02-23,1,fvg,,2026.785,2026.605512820513,-0.05982905982902291,0.0033333333333333335,sl,69.0,False
2024-02-23,-1,ifvg,,2027.2665,2027.4279999999999,-0.053833333333310904,0.0033333333333333335,inv,5.0,False
2024-02-23,-1,ifvg,,2027.125,2027.4279999999999,-0.10099999999996122,0.0033333333333333335,inv,5.0,False
2024-02-23,-1,ifvg,,2027.408,2027.4279999999999,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-02-23,1,fvg,,2031.255,2031.9092553191492,0.21808510638303838,0.0033333333333333335,tp,153.0,False
2024-02-23,-1,ifvg,,2037.1165,2037.258,-0.0471666666666503,0.0033333333333333335,inv,5.0,False
2024-02-23,-1,ifvg,,2036.995,2037.258,-0.08766666666671578,0.0033333333333333335,inv,5.0,False
2024-02-23,-1,ifvg,,2037.215,2037.258,-0.014333333333373352,0.0033333333333333335,inv,1.0,False
2024-02-23,1,fvg,,2037.605,2038.1883333333333,0.1944444444444192,0.0033333333333333335,tp,47.0,False
2024-02-23,1,fvg,,2037.43,2037.7216666666666,0.0972222222221717,0.0033333333333333335,tp,20.0,False
2024-02-23,1,fvg,,2040.215,2039.8067159763314,-0.13609467455618565,0.0033333333333333335,sl,14.0,False
2024-02-23,1,fvg,,2039.84,2040.2993195266272,0.15310650887575625,0.0033333333333333335,tp,313.0,False
2024-02-23,1,fvg,,2039.495,2039.7199999999998,0.07499999999996969,0.0033333333333333335,tp,9.0,False
2024-02-23,1,ifvg,,2038.595,2038.4721929824561,-0.040935672514630525,0.0033333333333333335,sl,0.0,False
2024-02-23,1,ifvg,,2038.525,2038.4250000000002,-0.03333333333330302,0.0033333333333333335,sl,1.0,False
2024-02-23,1,ifvg,,2038.455,2038.355,-0.03333333333330302,0.0033333333333333335,sl,109.0,False
2024-02-23,-1,fvg,,2038.685,2037.7823053892214,0.30089820359285113,0.0033333333333333335,tp,423.0,False
2024-02-23,1,fvg,,2037.255,2037.1550000000002,-0.03333333333330302,0.0033333333333333335,sl,9.0,False
2024-02-23,1,ifvg,,2036.415,2036.395,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-02-23,1,ifvg,,2036.585,2036.395,-0.06333333333335152,0.0033333333333333335,inv,0.0,False
2024-02-23,1,ifvg,,2036.755,2036.395,-0.12000000000004245,0.0033333333333333335,inv,0.0,False
2024-02-23,-1,inv,,2036.295,2035.6829999999998,0.6120000000003074,0.01,tp,121.0,True
2024-02-23,1,fvg,,2035.785,2035.1473188405798,-0.2125603864734179,0.0033333333333333335,sl,3283.0,False
2024-03-08,1,fvg,,2156.378,2157.0900642515385,0.23735475051277413,0.0033333333333333335,tp,551.0,False
2024-03-08,1,ifvg,,2161.0115,2161.2365,0.07499999999996969,0.0033333333333333335,tp,80.0,False
2024-03-08,1,ifvg,,2161.128,2161.553182481752,0.14172749391733913,0.0033333333333333335,tp,208.0,False
2024-03-08,1,ifvg,,2160.895,2160.795,-0.03333333333330302,0.0033333333333333335,sl,47.0,False
2024-03-08,1,ifvg,,2160.06,2159.9001360544216,-0.05328798185943621,0.0033333333333333335,sl,0.0,False
2024-03-08,1,ifvg,,2160.295,2159.9752721088435,-0.10657596371887242,0.0033333333333333335,sl,0.0,False
2024-03-08,1,ifvg,,2159.835,2160.06,0.07499999999996969,0.0033333333333333335,tp,8.0,False
2024-03-08,-1,ifvg,,2160.728,2160.748,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2160.6414999999997,2160.748,-0.03550000000010793,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2160.555,2160.748,-0.06433333333340367,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2161.395,2161.415,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2161.2650000000003,2161.415,-0.04999999999987873,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2161.135,2161.415,-0.09333333333324845,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2164.465,2164.7656993006995,-0.10023310023310236,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,ifvg,,2164.6800000000003,2164.83034965035,-0.05011655011655118,0.0033333333333333335,sl,1.0,False
2024-03-08,-1,ifvg,,2164.895,2164.995,-0.03333333333330302,0.0033333333333333335,sl,0.0,False
2024-03-08,1,ifvg,,2163.995,2164.2410937499994,0.08203124999984843,0.0033333333333333335,tp,0.0,False
2024-03-08,1,ifvg,,2164.135,2164.6271875000007,0.1640625000001516,0.0033333333333333335,tp,0.0,False
2024-03-08,1,ifvg,,2164.815,2163.835,-0.32666666666667277,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2158.145,2158.245,-0.03333333333330302,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,ifvg,,2158.0150000000003,2158.118174603175,-0.034391534391488676,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,ifvg,,2157.885,2158.091349206349,-0.06878306878297735,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,ifvg,,2157.635,2157.735,-0.03333333333330302,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,ifvg,,2157.575,2157.6749999999997,-0.03333333333330302,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,ifvg,,2157.515,2157.622142857143,-0.03571428571437234,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,ifvg,,2162.665,2162.685,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2162.525,2162.685,-0.05333333333328483,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2162.385,2162.685,-0.09999999999990906,0.0033333333333333335,inv,0.0,False
2024-03-08,1,fvg,,2189.265,2189.165,-0.03333333333330302,0.0033333333333333335,sl,0.0,False
2024-03-08,1,fvg,,2189.3450000000003,2189.20731884058,-0.045893719806827,0.0033333333333333335,sl,0.0,False
2024-03-08,1,fvg,,2189.535,2189.2596376811593,-0.09178743961350241,0.0033333333333333335,sl,0.0,False
2024-03-08,-1,fvg,,2188.435,2187.5242857142857,0.30357142857140695,0.0033333333333333335,tp,94.0,False
2024-03-08,-1,ifvg,,2180.655,2180.4300000000003,0.07499999999996969,0.0033333333333333335,tp,4.0,False
2024-03-08,-1,ifvg,,2180.675,2180.785,-0.03666666666655753,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2180.675,2180.785,-0.03666666666655753,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2181.855,2181.875,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2181.33,2181.875,-0.18166666666669093,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,ifvg,,2180.805,2181.875,-0.35666666666672125,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,fvg,,2182.105,2180.730486381323,0.4581712062257187,0.0033333333333333335,tp,41.0,False
2024-03-08,1,inv,,2181.925,2180.785,-1.1400000000003274,0.01,inv,38.0,True
2024-03-08,1,ifvg,,2179.035,2178.7757407407407,-0.08641975308637485,0.0033333333333333335,sl,1.0,False
2024-03-08,1,ifvg,,2178.8599999999997,2178.73037037037,-0.04320987654318743,0.0033333333333333335,sl,7.0,False
2024-03-08,-1,fvg,,2179.965,2179.176038961039,0.2629870129870445,0.0033333333333333335,tp,164.0,False
2024-03-08,1,ifvg,,2178.685,2178.585,-0.03333333333330302,0.0033333333333333335,sl,35.0,False
2024-03-08,1,ifvg,,2172.805,2172.735,-0.02333333333323632,0.0033333333333333335,inv,0.0,False
2024-03-08,1,ifvg,,2172.8415,2172.735,-0.035499999999956344,0.0033333333333333335,inv,0.0,False
2024-03-08,1,ifvg,,2172.928,2172.735,-0.0643333333332521,0.0033333333333333335,inv,0.0,False
2024-03-08,-1,fvg,,2170.835,2171.301097170315,-0.15536572343838392,0.0033333333333333335,sl,9.0,False
2024-03-08,-1,fvg,,2171.245,2171.4780485851575,-0.07768286171919196,0.0033333333333333335,sl,5.0,False
2024-03-08,-1,fvg,,2171.645,2171.745,-0.03333333333330302,0.0033333333333333335,sl,2.0,False
2024-03-08,1,ifvg,,2172.385,2172.295,-0.03000000000004851,0.0033333333333333335,inv,8.0,False
2024-03-08,1,ifvg,,2172.455,2172.295,-0.05333333333328483,0.0033333333333333335,inv,8.0,False
2024-03-08,1,ifvg,,2172.365,2172.295,-0.02333333333323632,0.0033333333333333335,inv,0.0,False
2024-03-08,1,fvg,,2175.705,2175.2152040816327,-0.16326530612241186,0.0033333333333333335,sl,1.0,False
2024-03-08,1,fvg,,2175.275,2175.0301020408165,-0.08163265306120593,0.0033333333333333335,sl,2.0,False
2024-03-08,1,ifvg,,2176.195,2176.175,-0.006666666666660603,0.0033333333333333335,inv,2.0,False
2024-03-08,1,ifvg,,2176.2650000000003,2176.175,-0.03000000000004851,0.0033333333333333335,inv,2.0,False
2024-03-08,1,ifvg,,2176.335,2176.175,-0.05333333333328483,0.0033333333333333335,inv,2.0,False
2024-03-08,-1,fvg,,2178.325,2178.5557692307693,-0.07692307692317021,0.0033333333333333335,sl,9.0,False
2024-03-08,-1,fvg,,2178.475,2178.5903846153847,-0.03846153846158511,0.0033333333333333335,sl,3.0,False
2024-03-08,-1,fvg,,2178.625,2178.4,0.07499999999996969,0.0033333333333333335,tp,27.0,False
2024-03-13,1,fvg,,2157.395,2158.0145652173915,0.2065217391304941,0.0033333333333333335,tp,74.0,False
2024-03-13,1,ifvg,,2157.895,2157.725,-0.05666666666669092,0.0033333333333333335,inv,91.0,False
2024-03-13,1,ifvg,,2157.8199999999997,2157.725,-0.03166666666659997,0.0033333333333333335,inv,76.0,False
2024-03-13,1,ifvg,,2157.745,2157.725,-0.006666666666660603,0.0033333333333333335,inv,20.0,False
2024-03-13,1,ifvg,,2160.6315,2160.501049150037,-0.04348361665430882,0.0033333333333333335,sl,0.0,False
2024-03-13,1,ifvg,,2160.808,2160.5470983000737,-0.08696723330876921,0.0033333333333333335,sl,0.0,False
2024-03-13,1,ifvg,,2160.455,2160.355,-0.03333333333330302,0.0033333333333333335,sl,9.0,False
2024-03-13,1,fvg,,2163.058,2163.892905660377,0.27830188679232987,0.0033333333333333335,tp,305.0,False
2024-03-13,1,ifvg,,2168.523,2168.4230000000002,-0.03333333333330302,0.0033333333333333335,sl,0.0,False
2024-03-13,1,ifvg,,2168.598,2168.467565217391,-0.04347826086965749,0.0033333333333333335,sl,0.0,False
2024-03-13,1,ifvg,,2168.455,2168.355,-0.03333333333330302,0.0033333333333333335,sl,2.0,False
2024-03-13,1,fvg,,2168.015,2168.427974683544,0.13765822784807827,0.0033333333333333335,tp,16.0,False
2024-03-13,1,fvg,,2168.208,2169.0339493670886,0.27531645569615654,0.0033333333333333335,tp,97.0,False
2024-03-13,-1,ifvg,,2169.055,2169.075,-0.006666666666660603,0.0033333333333333335,inv,1.0,False
2024-03-13,-1,ifvg,,2168.895,2169.075,-0.05999999999994544,0.0033333333333333335,inv,1.0,False
2024-03-13,-1,ifvg,,2168.735,2169.075,-0.11333333333323026,0.0033333333333333335,inv,1.0,False
2024-03-13,1,inv,,2169.058,2169.6339999999996,0.5759999999995671,0.01,tp,67.0,True
2024-03-13,-1,ifvg,,2170.275,2170.05,0.07499999999996969,0.0033333333333333335,tp,9.0,False
2024-03-13,-1,ifvg,,2170.275,2170.05,0.07499999999996969,0.0033333333333333335,tp,9.0,False
2024-03-13,-1,ifvg,,2170.275,2170.05,0.07499999999996969,0.0033333333333333335,tp,9.0,False
2024-03-13,1,fvg,,2169.805,2170.6888797814204,0.2946265938068488,0.0033333333333333335,tp,292.0,False
2024-03-13,1,fvg,,2169.555,2169.99693989071,0.1473132969034244,0.0033333333333333335,tp,89.0,False
2024-03-13,1,fvg,,2171.195,2170.904219858156,-0.09692671394805076,0.0033333333333333335,sl,18.0,False
2024-03-13,1,fvg,,2170.99,2170.8446099290777,-0.04846335697402538,0.0033333333333333335,sl,5.0,False
2024-03-13,1,fvg,,2170.785,2171.0099999999998,0.07499999999996969,0.0033333333333333335,tp,22.0,False
2024-03-13,-1,ifvg,,2177.485,2177.515,-0.009999999999915115,0.0033333333333333335,inv,0.0,False
2024-03-13,-1,ifvg,,2177.39,2177.515,-0.04166666666666667,0.0033333333333333335,inv,0.0,False
2024-03-13,-1,ifvg,,2177.285,2177.515,-0.07666666666667273,0.0033333333333333335,inv,0.0,False
2024-03-13,-1,ifvg,,2177.265,2177.285,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-03-13,-1,ifvg,,2177.16,2177.285,-0.04166666666666667,0.0033333333333333335,inv,0.0,False
2024-03-13,-1,ifvg,,2177.055,2177.285,-0.07666666666667273,0.0033333333333333335,inv,0.0,False
2024-03-13,-1,ifvg,,2176.725,2176.825,-0.03333333333330302,0.0033333333333333335,inv,1.0,False
2024-03-13,-1,ifvg,,2176.645,2176.825,-0.05999999999994544,0.0033333333333333335,inv,1.0,False
2024-03-13,-1,ifvg,,2176.805,2176.825,-0.006666666666660603,0.0033333333333333335,inv,0.0,False
2024-03-13,-1,fvg,,2176.2915000000003,2175.985873634378,0.1018754552073915,0.0033333333333333335,tp,32.0,False
2024-03-13,-1,fvg,,2176.105,2175.4937472687543,0.20375091041523774,0.0033333333333333335,tp,574.0,False
