config,day,n_trades,pnl_total,ev_per_trade,n_sniper_submitted,n_sniper_triggered,n_sniper_cancelled,n_sniper_expired,n_inv_submitted,n_inv_filled,n_soft_stops,n_inversions,error
SNIPER_INV,2024-10-24,4,0.10199999999986176,0.02549999999996544,16,2,10,4,4,4,3,4,
SNIPER_INV,2024-11-05,4,1.216399999999794,0.3040999999999485,12,2,4,5,4,4,2,4,
SNIPER_INV,2024-12-06,22,-2.469000000000051,-0.11222727272727505,26,11,8,6,22,22,18,22,
SNIPER_INV,2025-01-29,8,-0.24999999999909053,-0.031249999999886317,18,4,10,4,8,8,7,8,
SNIPER_INV,2025-02-19,9,1.251166666667359,0.13901851851859545,16,3,6,7,6,6,4,6,
SNIPER_INV,2025-02-27,14,0.20320000000083396,0.014514285714345283,26,7,9,10,14,14,12,14,
SNIPER_INV,2025-03-24,6,0.6476000000002387,0.10793333333337311,19,3,9,7,6,6,4,6,
SNIPER_INV,2025-04-09,34,20.47980000000007,0.6023470588235315,31,17,3,10,34,34,21,34,
SNIPER_INV,2025-04-17,27,8.75185507246609,0.3241427804617071,26,12,10,4,24,24,16,24,
SNIPER_INV,2025-05-01,20,-3.233999999999469,-0.16169999999997345,20,10,4,6,20,20,16,20,
SNIPER_INV,2025-05-14,30,3.669999999999618,0.1223333333333206,38,15,12,11,30,30,21,30,
SNIPER_INV,2025-06-13,32,9.877799999998842,0.3086812499999638,30,16,8,6,32,32,20,32,
SNIPER_INV,2025-06-16,28,-5.055000000000291,-0.18053571428572468,33,14,9,9,28,28,25,28,
SNIPER_INV,2025-06-18,20,4.380400000000009,0.21902000000000044,20,10,5,4,20,20,15,20,
SNIPER_INV,2025-07-07,14,0.3640000000004874,0.02600000000003481,23,7,7,8,14,14,12,14,
SNIPER_INV,2025-07-24,26,-1.8609999999980578,-0.07157692307684838,32,13,14,5,26,26,21,26,
SNIPER_INV,2025-08-07,24,-1.8949999999995275,-0.07895833333331365,26,12,8,5,24,24,22,24,
SNIPER_INV,2025-09-09,16,-2.5995999999991,-0.16247499999994375,22,8,9,5,16,16,14,16,
SNIPER_INV,2025-12-11,36,-4.275400000014088,-0.11876111111150243,36,18,8,8,36,36,30,36,
SNIPER_INV,2025-12-15,8,2.2619999999969878,0.28274999999962347,16,4,4,6,8,8,6,8,
SNIPER_INV,2025-12-26,24,4.349199999989652,0.18121666666623548,25,12,7,6,24,24,17,24,
SNIPER_INV,2025-12-31,12,-0.14200000000346336,-0.011833333333621946,18,6,3,8,12,12,10,12,
SNIPER_INV,2026-02-13,40,5.6943999999894,0.142359999999735,28,20,1,6,40,40,32,40,
SNIPER_INV,2026-02-26,22,7.8135999999922205,0.35516363636328274,17,11,5,1,22,22,18,22,
SNIPER_INV,2026-03-03,56,-17.745600000016566,-0.3168857142860101,45,28,5,12,56,56,47,56,
SNIPER_INV,2026-03-09,30,19.244999999991705,0.6414999999997235,25,15,2,8,30,30,22,30,
SNIPER_INV,2026-04-15,18,3.9877999999962412,0.22154444444423563,23,9,3,10,18,18,14,18,
SNIPER_INV,2026-04-16,26,7.930799999995543,0.3050307692305978,27,13,8,5,26,26,16,26,
SNIPER_INV,2026-05-07,32,13.732799999990675,0.4291499999997086,26,16,6,2,32,32,24,32,
SNIPER_INV,2026-05-13,14,5.939999999995962,0.42428571428542583,16,7,3,5,14,14,10,14,
SNIPER_INV,2026-06-25,8,4.096000000000004,0.5120000000000005,11,4,2,2,8,8,5,8,
