config,day,n_trades,pnl_total,ev_per_trade
TP14,2024-02-07,2,9.14999999999759,4.574999999998795
TP14,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP14,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP14,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP14,2024-03-13,2,4.1169999999960964,2.0584999999980482
TP14,2024-04-11,9,5.427000000006046,0.6030000000006718
TP14,2024-05-06,5,-2.687000000000353,-0.5374000000000706
TP14,2024-05-08,1,-0.2699999999999818,-0.2699999999999818
TP14,2024-05-14,8,6.256000000005315,0.7820000000006644
TP14,2024-05-20,9,20.64600000000746,2.294000000000829
TP14,2024-05-24,2,-0.5,-0.25
TP14,2024-06-03,7,3.3160000000020773,0.47371428571458246
TP14,2024-06-12,4,7.266000000000531,1.8165000000001328
TP14,2024-06-18,4,-1.0400000000004184,-0.2600000000001046
TP14,2024-06-25,3,-1.2100000000004911,-0.403333333333497
TP14,2024-06-26,4,-2.269999999999527,-0.5674999999998818
TP14,2024-06-27,6,3.3130000000005566,0.5521666666667594
TP14,2024-07-01,1,-0.27300000000013824,-0.27300000000013824
TP14,2024-07-18,3,7.015000000000327,2.3383333333334426
TP14,2024-07-19,9,19.895000000003165,2.2105555555559073
TP14,2024-07-31,7,2.5259999999984757,0.3608571428569251
TP14,2024-08-14,7,19.09700000000521,2.7281428571436015
TP14,2024-08-20,7,4.3380000000042855,0.619714285714898
TP14,2024-09-05,5,10.70300000000043,2.1406000000000858
TP14,2024-09-12,10,1.7990000000004327,0.17990000000004328
TP14,2024-10-21,8,10.140999999999167,1.2676249999998959
TP14,2024-10-24,2,-1.1169999999992797,-0.5584999999996398
TP14,2024-11-05,2,2.51299999999992,1.25649999999996
TP14,2024-12-06,11,-1.4300000000007458,-0.1300000000000678
TP14,2025-01-30,11,-4.389999999999873,-0.3990909090908975
TP14,2025-02-20,8,29.990999999994983,3.748874999999373
TP14,2025-02-28,6,-3.1200000000003456,-0.5200000000000576
TP14,2025-03-25,6,9.15000000000282,1.52500000000047
TP14,2025-04-10,14,28.7420000000061,2.0530000000004356
TP14,2025-04-21,17,10.73999999999842,0.63176470588226
TP14,2025-05-15,17,27.876000000000204,1.639764705882365
TP14,2025-06-16,14,-5.334999999999582,-0.3810714285713987
TP14,2025-06-18,10,22.88900000000058,2.2889000000000577
TP14,2025-07-08,11,17.91400000000749,1.6285454545461355
TP14,2025-07-25,10,14.858000000003813,1.4858000000003813
TP14,2025-08-07,12,0.28899999999975956,0.024083333333313296
TP14,2025-09-10,5,-3.163000000000011,-0.6326000000000022
TP14,2025-12-11,18,14.210999999996602,0.7894999999998112
TP14,2025-12-16,8,22.499999999989086,2.8124999999986358
TP14,2025-12-29,24,46.9100000000135,1.9545833333338958
TP14,2026-02-16,6,-4.8160000000016225,-0.8026666666669371
TP14,2026-02-27,14,36.23500000000149,2.5882142857143924
TP14,2026-03-03,28,-24.145000000004075,-0.8623214285715741
TP14,2026-03-10,22,41.213800995027064,1.8733545906830484
TP14,2026-04-16,13,8.797999999998865,0.6767692307691434
TP14,2026-04-17,14,19.76300000000083,1.4116428571429165
TP14,2026-05-08,11,1.7253333333231542,0.15684848484755948
TP14,2026-05-14,7,-4.324000000004162,-0.6177142857148803
TP14,2026-05-18,9,-7.890000000002146,-0.8766666666669052
TP14,2026-06-26,18,-13.216999999998734,-0.7342777777777074
TP15,2024-01-23,0,0.0,0.0
TP15,2024-02-07,2,9.839999999997417,4.9199999999987085
TP15,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP15,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP15,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP15,2024-03-13,2,4.436999999995805,2.2184999999979027
TP15,2024-04-11,9,5.853000000006432,0.650333333334048
TP15,2024-05-06,5,-2.687000000000353,-0.5374000000000706
TP15,2024-05-08,1,-0.2699999999999818,-0.2699999999999818
TP15,2024-05-14,8,6.856000000005679,0.8570000000007099
TP15,2024-05-20,9,22.28500000000804,2.4761111111120044
TP15,2024-05-24,2,-0.5,-0.25
TP15,2024-06-03,7,3.6960000000021864,0.5280000000003123
TP15,2024-06-12,4,7.869000000000597,1.9672500000001492
TP15,2024-06-18,4,-1.0400000000004184,-0.2600000000001046
TP15,2024-06-25,3,-1.2100000000004911,-0.403333333333497
TP15,2024-06-26,4,-2.269999999999527,-0.5674999999998818
TP15,2024-06-27,6,3.3130000000005566,0.5521666666667594
TP15,2024-07-01,1,-0.27300000000013824,-0.27300000000013824
TP15,2024-07-18,3,7.562000000000353,2.5206666666667843
TP15,2024-07-19,9,21.262000000003354,2.362444444444817
TP15,2024-07-31,7,2.8959999999983665,0.4137142857140524
TP15,2024-08-14,7,20.737000000005537,2.9624285714293626
TP15,2024-08-20,7,4.911000000004606,0.7015714285720865
TP15,2024-09-05,5,10.70300000000043,2.1406000000000858
TP15,2024-09-12,10,2.123000000000502,0.2123000000000502
TP15,2024-10-21,8,10.950999999999112,1.368874999999889
TP15,2024-10-24,2,-1.1169999999992797,-0.5584999999996398
TP15,2024-11-05,2,2.51299999999992,1.25649999999996
TP15,2024-12-06,11,-1.4300000000007458,-0.1300000000000678
TP15,2025-01-30,11,-4.389999999999873,-0.3990909090908975
TP15,2025-02-20,8,32.287999999994554,4.035999999999319
TP15,2025-02-28,6,-3.1200000000003456,-0.5200000000000576
TP15,2025-03-25,6,9.700000000003001,1.616666666667167
TP15,2025-04-10,14,31.032000000006523,2.2165714285718945
TP15,2025-04-21,17,12.069999999998345,0.7099999999999026
TP15,2025-05-15,17,30.356000000000222,1.7856470588235425
TP15,2025-06-16,14,-5.334999999999582,-0.3810714285713987
TP15,2025-06-18,10,24.82200000000057,2.482200000000057
TP15,2025-07-08,11,19.421000000008007,1.7655454545461824
TP15,2025-07-25,10,16.185000000004038,1.6185000000004037
TP15,2025-08-07,12,0.8289999999997232,0.06908333333331027
TP15,2025-09-10,5,-3.163000000000011,-0.6326000000000022
TP15,2025-12-11,18,10.780999999994492,0.5989444444441384
TP15,2025-12-16,8,24.389999999988508,3.0487499999985634
TP15,2025-12-29,24,50.41700000001493,2.1007083333339556
TP15,2026-02-16,6,-4.8160000000016225,-0.8026666666669371
TP15,2026-02-27,14,39.29500000000189,2.806785714285849
TP15,2026-03-03,28,-23.65200000000368,-0.8447142857144172
TP15,2026-03-10,22,44.49380099502772,2.0224454997739874
TP15,2026-04-16,13,-2.312000000003536,-0.17784615384642585
TP15,2026-04-17,14,21.70300000000134,1.5502142857143812
TP15,2026-05-08,11,2.2853333333226447,0.20775757575660406
TP15,2026-05-14,7,-4.324000000004162,-0.6177142857148803
TP15,2026-05-18,9,-7.890000000002146,-0.8766666666669052
TP15,2026-06-26,18,-13.216999999998734,-0.7342777777777074
TP16,2024-01-23,0,0.0,0.0
TP16,2024-02-07,2,2.400000000000091,1.2000000000000455
TP16,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP16,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP16,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP16,2024-03-13,2,4.756999999995514,2.378499999997757
TP16,2024-04-11,9,6.279000000006818,0.6976666666674242
TP16,2024-05-06,5,-2.687000000000353,-0.5374000000000706
TP16,2024-05-08,1,-0.2699999999999818,-0.2699999999999818
TP16,2024-05-14,8,-2.7840000000001055,-0.3480000000000132
TP16,2024-05-20,9,23.92400000000862,2.6582222222231797
TP16,2024-05-24,2,-0.5,-0.25
TP16,2024-06-03,7,4.076000000002296,0.5822857142860423
TP16,2024-06-12,4,8.472000000000662,2.1180000000001655
TP16,2024-06-18,4,-1.0400000000004184,-0.2600000000001046
TP16,2024-06-25,3,-1.2100000000004911,-0.403333333333497
TP16,2024-06-26,4,-2.269999999999527,-0.5674999999998818
TP16,2024-06-27,6,3.3130000000005566,0.5521666666667594
TP16,2024-07-01,1,-0.27300000000013824,-0.27300000000013824
TP16,2024-07-18,3,8.109000000000378,2.703000000000126
TP16,2024-07-19,9,22.629000000003543,2.514333333333727
TP16,2024-07-31,7,3.2659999999982574,0.4665714285711796
TP16,2024-08-14,7,22.377000000005864,3.1967142857151236
TP16,2024-08-20,7,5.484000000004926,0.7834285714292751
TP16,2024-09-05,5,10.70300000000043,2.1406000000000858
TP16,2024-09-12,10,2.447000000000571,0.24470000000005712
TP16,2024-10-21,8,4.820999999997639,0.6026249999997049
TP16,2024-10-24,2,-1.1169999999992797,-0.5584999999996398
TP16,2024-11-05,2,2.51299999999992,1.25649999999996
TP16,2024-12-06,11,-1.4300000000007458,-0.1300000000000678
TP16,2025-01-30,11,-4.389999999999873,-0.3990909090908975
TP16,2025-02-20,8,34.584999999994125,4.323124999999266
TP16,2025-02-28,6,-3.1200000000003456,-0.5200000000000576
TP16,2025-03-25,6,10.250000000003183,1.708333333333864
TP16,2025-04-10,14,33.32200000000694,2.3801428571433525
TP16,2025-04-21,17,13.399999999998272,0.7882352941175454
TP16,2025-05-15,17,32.83600000000024,1.93152941176472
TP16,2025-06-16,14,-5.334999999999582,-0.3810714285713987
TP16,2025-06-18,10,26.755000000000564,2.6755000000000564
TP16,2025-07-08,11,20.928000000008524,1.9025454545462295
TP16,2025-07-25,10,17.512000000004264,1.7512000000004264
TP16,2025-08-07,12,1.3689999999996867,0.11408333333330722
TP16,2025-09-10,5,-3.163000000000011,-0.6326000000000022
TP16,2025-12-11,18,12.330999999994674,0.6850555555552597
TP16,2025-12-16,8,8.409999999997126,1.0512499999996407
TP16,2025-12-29,24,44.2140000000054,1.8422500000002249
TP16,2026-02-16,6,-4.8160000000016225,-0.8026666666669371
TP16,2026-02-27,14,42.35500000000229,3.0253571428573065
TP16,2026-03-03,28,-23.15900000000329,-0.8271071428572603
TP16,2026-03-10,22,47.773800995028374,2.171536408864926
TP16,2026-04-16,13,-2.312000000003536,-0.17784615384642585
TP16,2026-04-17,14,23.643000000001848,1.6887857142858462
TP16,2026-05-08,11,2.8453333333221353,0.2586666666656487
TP16,2026-05-14,7,-4.324000000004162,-0.6177142857148803
TP16,2026-05-18,9,-7.890000000002146,-0.8766666666669052
TP16,2026-06-26,18,-13.216999999998734,-0.7342777777777074
TP17,2024-01-23,0,0.0,0.0
TP17,2024-02-07,2,2.400000000000091,1.2000000000000455
TP17,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP17,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP17,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP17,2024-03-13,2,5.076999999995223,2.5384999999976117
TP17,2024-04-11,9,6.705000000007203,0.7450000000008004
TP17,2024-05-06,5,-2.687000000000353,-0.5374000000000706
TP17,2024-05-08,1,-0.2699999999999818,-0.2699999999999818
TP17,2024-05-14,8,-2.7840000000001055,-0.3480000000000132
TP17,2024-05-20,9,25.563000000009193,2.840333333334355
TP17,2024-05-24,2,-0.5,-0.25
TP17,2024-06-03,7,4.456000000002406,0.6365714285717722
TP17,2024-06-12,4,9.075000000000728,2.268750000000182
TP17,2024-06-18,4,-1.0400000000004184,-0.2600000000001046
TP17,2024-06-25,3,-1.2100000000004911,-0.403333333333497
TP17,2024-06-26,4,-2.269999999999527,-0.5674999999998818
TP17,2024-06-27,6,3.3130000000005566,0.5521666666667594
TP17,2024-07-01,1,-0.27300000000013824,-0.27300000000013824
TP17,2024-07-18,3,8.656000000000404,2.885333333333468
TP17,2024-07-19,9,23.996000000003733,2.666222222222637
TP17,2024-07-31,7,3.6359999999981483,0.5194285714283069
TP17,2024-08-14,7,24.017000000006192,3.4310000000008847
TP17,2024-08-20,7,1.9960000000000946,0.28514285714287063
TP17,2024-09-05,5,10.70300000000043,2.1406000000000858
TP17,2024-09-12,10,2.7710000000006403,0.277100000000064
TP17,2024-10-21,8,5.210999999997511,0.6513749999996888
TP17,2024-10-24,2,-1.1169999999992797,-0.5584999999996398
TP17,2024-11-05,2,2.51299999999992,1.25649999999996
TP17,2024-12-06,11,-1.4300000000007458,-0.1300000000000678
TP17,2025-01-30,11,-4.389999999999873,-0.3990909090908975
TP17,2025-02-20,8,36.881999999993695,4.610249999999212
TP17,2025-02-28,6,-3.1200000000003456,-0.5200000000000576
TP17,2025-03-25,6,10.800000000003365,1.800000000000561
TP17,2025-04-10,14,35.612000000007356,2.543714285714811
TP17,2025-04-21,17,14.7299999999982,0.8664705882351882
TP17,2025-05-15,17,35.31600000000026,2.0774117647058974
TP17,2025-06-16,14,-5.334999999999582,-0.3810714285713987
TP17,2025-06-18,10,28.688000000000557,2.8688000000000557
TP17,2025-07-08,11,22.43500000000904,2.0395454545462766
TP17,2025-07-25,10,18.83900000000449,1.8839000000004489
TP17,2025-08-07,12,1.9089999999996503,0.15908333333330418
TP17,2025-09-10,5,-3.163000000000011,-0.6326000000000022
TP17,2025-12-11,18,13.880999999994856,0.7711666666663809
TP17,2025-12-16,8,8.409999999997126,1.0512499999996407
TP17,2025-12-29,24,47.151000000006206,1.9646250000002585
TP17,2026-02-16,6,-4.8160000000016225,-0.8026666666669371
TP17,2026-02-27,14,45.41500000000269,3.243928571428764
TP17,2026-03-03,28,-22.666000000002896,-0.8095000000001035
TP17,2026-03-10,22,51.05380099502903,2.3206273179558647
TP17,2026-04-16,13,-2.312000000003536,-0.17784615384642585
TP17,2026-04-17,14,25.583000000002357,1.8273571428573112
TP17,2026-05-08,11,3.405333333321626,0.3095757575746933
TP17,2026-05-14,7,-4.324000000004162,-0.6177142857148803
TP17,2026-05-18,9,-7.890000000002146,-0.8766666666669052
TP17,2026-06-26,18,-13.216999999998734,-0.7342777777777074
TP18,2024-01-23,0,0.0,0.0
TP18,2024-02-07,2,2.400000000000091,1.2000000000000455
TP18,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP18,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP18,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP18,2024-03-13,2,5.396999999994932,2.698499999997466
TP18,2024-04-11,9,7.131000000007589,0.7923333333341765
TP18,2024-05-06,5,-2.687000000000353,-0.5374000000000706
TP18,2024-05-08,1,-0.2699999999999818,-0.2699999999999818
TP18,2024-05-14,8,-2.7840000000001055,-0.3480000000000132
TP18,2024-05-20,9,27.202000000009775,3.0224444444455307
TP18,2024-05-24,2,-0.5,-0.25
TP18,2024-06-03,7,4.836000000002515,0.6908571428575021
TP18,2024-06-12,4,9.678000000000793,2.4195000000001983
TP18,2024-06-18,4,-1.0400000000004184,-0.2600000000001046
TP18,2024-06-25,3,-1.2100000000004911,-0.403333333333497
TP18,2024-06-26,4,-2.269999999999527,-0.5674999999998818
TP18,2024-06-27,6,3.3130000000005566,0.5521666666667594
TP18,2024-07-01,1,-0.27300000000013824,-0.27300000000013824
TP18,2024-07-18,3,9.20300000000043,3.0676666666668098
TP18,2024-07-19,9,25.36300000000392,2.8181111111115467
TP18,2024-07-31,7,4.005999999998039,0.5722857142854342
TP18,2024-08-14,7,25.657000000006516,3.6652857142866453
TP18,2024-08-20,7,1.9960000000000946,0.28514285714287063
TP18,2024-09-05,5,10.70300000000043,2.1406000000000858
TP18,2024-09-12,10,3.0950000000007094,0.30950000000007094
TP18,2024-10-21,8,5.600999999997385,0.7001249999996731
TP18,2024-10-24,2,-1.1169999999992797,-0.5584999999996398
TP18,2024-11-05,2,2.51299999999992,1.25649999999996
TP18,2024-12-06,11,-1.4300000000007458,-0.1300000000000678
TP18,2025-01-30,11,-4.389999999999873,-0.3990909090908975
TP18,2025-02-20,8,39.178999999993266,4.897374999999158
TP18,2025-02-28,6,-3.1200000000003456,-0.5200000000000576
TP18,2025-03-25,6,11.350000000003547,1.891666666667258
TP18,2025-04-10,14,37.902000000007774,2.7072857142862694
TP18,2025-04-21,17,16.059999999998126,0.9447058823528309
TP18,2025-05-15,17,37.79600000000028,2.2232941176470753
TP18,2025-06-16,14,-5.334999999999582,-0.3810714285713987
TP18,2025-06-18,10,30.62100000000055,3.062100000000055
TP18,2025-07-08,11,23.942000000009557,2.176545454546323
TP18,2025-07-25,10,20.166000000004715,2.0166000000004716
TP18,2025-08-07,12,2.448999999999614,0.20408333333330117
TP18,2025-09-10,5,-3.163000000000011,-0.6326000000000022
TP18,2025-12-11,18,15.430999999995038,0.8572777777775021
TP18,2025-12-16,8,8.409999999997126,1.0512499999996407
TP18,2025-12-29,24,50.088000000007014,2.0870000000002924
TP18,2026-02-16,6,-4.8160000000016225,-0.8026666666669371
TP18,2026-02-27,14,48.47500000000309,3.462500000000221
TP18,2026-03-03,28,-22.173000000002503,-0.7918928571429465
TP18,2026-03-10,22,54.333800995029684,2.469718227046804
TP18,2026-04-16,13,-2.312000000003536,-0.17784615384642585
TP18,2026-04-17,14,27.523000000002863,1.965928571428776
TP18,2026-05-08,11,3.9653333333211167,0.3604848484837379
TP18,2026-05-14,7,-4.324000000004162,-0.6177142857148803
TP18,2026-05-18,9,-7.890000000002146,-0.8766666666669052
TP18,2026-06-26,18,-13.216999999998734,-0.7342777777777074
TP19,2024-01-23,0,0.0,0.0
TP19,2024-02-07,2,2.400000000000091,1.2000000000000455
TP19,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP19,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP19,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP19,2024-03-13,2,5.716999999994641,2.8584999999973206
TP19,2024-04-11,9,7.5570000000079744,0.8396666666675527
TP19,2024-05-06,5,-2.687000000000353,-0.5374000000000706
TP19,2024-05-08,1,-0.2699999999999818,-0.2699999999999818
TP19,2024-05-14,8,-2.7840000000001055,-0.3480000000000132
TP19,2024-05-20,9,28.841000000010354,3.204555555556706
TP19,2024-05-24,2,-0.5,-0.25
TP19,2024-06-03,7,5.216000000002623,0.7451428571432318
TP19,2024-06-12,4,10.281000000000859,2.5702500000002146
TP19,2024-06-18,4,-1.0400000000004184,-0.2600000000001046
TP19,2024-06-25,3,-1.2100000000004911,-0.403333333333497
TP19,2024-06-26,4,-2.269999999999527,-0.5674999999998818
TP19,2024-06-27,6,3.3130000000005566,0.5521666666667594
TP19,2024-07-01,1,-0.27300000000013824,-0.27300000000013824
TP19,2024-07-18,3,9.750000000000455,3.2500000000001514
TP19,2024-07-19,9,26.73000000000411,2.9700000000004567
TP19,2024-07-31,7,4.37599999999793,0.6251428571425615
TP19,2024-08-14,7,14.630000000000564,2.0900000000000807
TP19,2024-08-20,7,1.9960000000000946,0.28514285714287063
TP19,2024-09-05,5,10.70300000000043,2.1406000000000858
TP19,2024-09-12,10,3.4190000000007785,0.34190000000007786
TP19,2024-10-21,8,5.990999999997257,0.7488749999996571
TP19,2024-10-24,2,-1.1169999999992797,-0.5584999999996398
TP19,2024-11-05,2,2.51299999999992,1.25649999999996
TP19,2024-12-06,11,-1.4300000000007458,-0.1300000000000678
TP19,2025-01-30,11,-4.389999999999873,-0.3990909090908975
TP19,2025-02-20,8,41.47599999999284,5.184499999999105
TP19,2025-02-28,6,-3.1200000000003456,-0.5200000000000576
TP19,2025-03-25,6,11.900000000003729,1.983333333333955
TP19,2025-04-10,14,40.19200000000819,2.870857142857728
TP19,2025-04-21,17,17.389999999998054,1.0229411764704737
TP19,2025-05-15,17,40.276000000000295,2.3691764705882528
TP19,2025-06-16,14,-5.334999999999582,-0.3810714285713987
TP19,2025-06-18,10,32.55400000000054,3.255400000000054
TP19,2025-07-08,11,25.449000000010074,2.3135454545463703
TP19,2025-07-25,10,21.49300000000494,2.149300000000494
TP19,2025-08-07,12,2.9889999999995776,0.24908333333329813
TP19,2025-09-10,5,-3.163000000000011,-0.6326000000000022
TP19,2025-12-11,18,16.98099999999522,0.9433888888886233
TP19,2025-12-16,8,8.409999999997126,1.0512499999996407
TP19,2025-12-29,24,53.02500000000782,2.209375000000326
TP19,2026-02-16,6,-4.8160000000016225,-0.8026666666669371
TP19,2026-02-27,14,51.53500000000349,3.681071428571678
TP19,2026-03-03,28,-21.68000000000211,-0.7742857142857896
TP19,2026-03-10,22,57.61380099503034,2.6188091361377426
TP19,2026-04-16,13,-2.312000000003536,-0.17784615384642585
TP19,2026-04-17,14,29.463000000003376,2.104500000000241
TP19,2026-05-08,11,4.525333333320607,0.4113939393927825
TP19,2026-05-14,7,-4.324000000004162,-0.6177142857148803
TP19,2026-05-18,9,-7.890000000002146,-0.8766666666669052
TP19,2026-06-26,18,-13.216999999998734,-0.7342777777777074
TP20,2024-01-23,0,0.0,0.0
TP20,2024-02-07,2,2.400000000000091,1.2000000000000455
TP20,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP20,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP20,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP20,2024-03-13,2,6.036999999994351,3.0184999999971756
TP20,2024-04-11,9,7.98300000000836,0.8870000000009289
TP20,2024-05-06,5,-2.687000000000353,-0.5374000000000706
TP20,2024-05-08,1,-0.2699999999999818,-0.2699999999999818
TP20,2024-05-14,8,-2.7840000000001055,-0.3480000000000132
TP20,2024-05-20,9,30.480000000010932,3.3866666666678813
TP20,2024-05-24,2,-0.5,-0.25
TP20,2024-06-03,7,5.596000000002732,0.7994285714289617
TP20,2024-06-12,4,10.884000000000924,2.721000000000231
TP20,2024-06-18,4,-1.0400000000004184,-0.2600000000001046
TP20,2024-06-25,3,-1.2100000000004911,-0.403333333333497
TP20,2024-06-26,4,-2.269999999999527,-0.5674999999998818
TP20,2024-06-27,6,3.3130000000005566,0.5521666666667594
TP20,2024-07-01,1,-0.27300000000013824,-0.27300000000013824
TP20,2024-07-18,3,10.29700000000048,3.4323333333334936
TP20,2024-07-19,9,28.0970000000043,3.1218888888893668
TP20,2024-07-31,7,4.745999999997822,0.6779999999996889
TP20,2024-08-14,7,14.630000000000564,2.0900000000000807
TP20,2024-08-20,7,1.9960000000000946,0.28514285714287063
TP20,2024-09-05,5,10.70300000000043,2.1406000000000858
TP20,2024-09-12,10,3.7430000000008468,0.3743000000000847
TP20,2024-10-21,8,6.38099999999713,0.7976249999996412
TP20,2024-10-24,2,-1.1169999999992797,-0.5584999999996398
TP20,2024-11-05,2,2.51299999999992,1.25649999999996
TP20,2024-12-06,11,-1.4300000000007458,-0.1300000000000678
TP20,2025-01-30,11,-4.389999999999873,-0.3990909090908975
TP20,2025-02-20,8,43.77299999999241,5.471624999999051
TP20,2025-02-28,6,-3.1200000000003456,-0.5200000000000576
TP20,2025-03-25,6,12.45000000000391,2.0750000000006517
TP20,2025-04-10,14,42.48200000000861,3.0344285714291863
TP20,2025-04-21,17,18.71999999999798,1.1011764705881166
TP20,2025-05-15,17,42.75600000000031,2.51505882352943
TP20,2025-06-16,14,-5.334999999999582,-0.3810714285713987
TP20,2025-06-18,10,34.487000000000535,3.4487000000000534
TP20,2025-07-08,11,3.636000000002241,0.33054545454565826
TP20,2025-07-25,10,22.820000000005166,2.2820000000005165
TP20,2025-08-07,12,3.528999999999541,0.2940833333332951
TP20,2025-09-10,5,-3.163000000000011,-0.6326000000000022
TP20,2025-12-11,18,18.5309999999954,1.0294999999997445
TP20,2025-12-16,8,8.409999999997126,1.0512499999996407
TP20,2025-12-29,24,55.96200000000863,2.3317500000003597
TP20,2026-02-16,6,-4.8160000000016225,-0.8026666666669371
TP20,2026-02-27,14,28.07499999999891,2.005357142857065
TP20,2026-03-03,28,-21.187000000001717,-0.7566785714286327
TP20,2026-03-10,22,60.89380099503099,2.7679000452286817
TP20,2026-04-16,13,-2.312000000003536,-0.17784615384642585
TP20,2026-04-17,14,31.40300000000389,2.243071428571706
TP20,2026-05-08,11,5.085333333320098,0.4623030303018271
TP20,2026-05-14,7,-4.324000000004162,-0.6177142857148803
TP20,2026-05-18,9,-7.890000000002146,-0.8766666666669052
TP20,2026-06-26,18,-13.216999999998734,-0.7342777777777074
TP21,2024-01-23,0,0.0,0.0
TP21,2024-02-07,2,2.400000000000091,1.2000000000000455
TP21,2024-02-08,1,-0.5499999999999545,-0.5499999999999545
TP21,2024-02-23,2,0.7190000000000509,0.35950000000002547
TP21,2024-03-08,4,-2.2100000000000364,-0.5525000000000091
TP21,2024-03-13,2,6.356999999994059,3.1784999999970296
TP21,2024-04-11,9,8.409000000008746,0.9343333333343051
TP21,2024-05-06,5,-2.687000000000353,-0.5374000000000706
